rank,game,prize,players,tournaments,month,year
13,TrackMania Nations Forever,260.69,1,1,9,2010
14,FIFA 11,130.68,1,1,9,2010
1,StarCraft II,262194.76,143,59,10,2010
2,Multigaming,200000.0,2,2,10,2010
3,Counter-Strike,149056.51,135,10,10,2010
4,World of WarCraft,135750.0,13,2,10,2010
5,WarCraft III,77278.33,22,9,10,2010
6,Halo 3,56000.0,32,1,10,2010
7,Counter-Strike: Source,37109.56,50,5,10,2010
8,Call of Duty: Modern Warfare 2,28750.0,16,3,10,2010
9,iRacing.com,28000.0,5,2,10,2010
10,StarCraft: Brood War,27000.0,6,2,10,2010
11,Tekken 6,18000.0,10,2,10,2010
12,League of Legends,11390.48,39,7,10,2010
13,Carom 3D,11000.0,3,1,10,2010
14,FIFA 10,11000.0,3,1,10,2010
15,Forza Motorsport 3,11000.0,3,1,10,2010
16,TrackMania Nations Forever,11000.0,3,2,10,2010
17,Quake Live,8695.86,11,6,10,2010
18,Super Smash Bros. Brawl,7000.0,8,1,10,2010
19,Defense of the Ancients,6757.47,15,1,10,2010
20,Super Smash Bros. Melee,3725.0,23,5,10,2010
21,Call of Duty 4: Modern Warfare,1395.0,5,2,10,2010
22,rFactor,1117.35,10,1,10,2010
23,FIFA 11,695.25,5,6,10,2010
24,Team Fortress 2,398.24,6,2,10,2010
1,Halo 3,280000.0,32,1,11,2010
2,StarCraft II,260700.27,151,59,11,2010
3,Counter-Strike,180481.81,272,16,11,2010
4,Defense of the Ancients,51605.57,80,4,11,2010
5,Counter-Strike: Source,36822.7,182,5,11,2010
6,Super Smash Bros. Brawl,36130.0,15,3,11,2010
7,Tekken 6,35000.0,8,1,11,2010
8,WarCraft III,32196.49,11,6,11,2010
9,KartRider,26550.0,8,2,11,2010
10,Call of Duty: Modern Warfare 2,23000.0,16,1,11,2010
11,CrossFire,23000.0,0,1,11,2010
12,Quake Live,22644.11,9,7,11,2010
13,Heroes of Newerth,14291.84,10,1,11,2010
14,Halo: Reach,14000.0,0,1,11,2010
15,Super Street Fighter IV,8432.0,3,1,11,2010
16,League of Legends,8227.69,37,6,11,2010
17,FIFA 10,8020.8,0,1,11,2010
18,Team Fortress 2,3810.0,18,1,11,2010
19,Super Smash Bros. Melee,3350.0,28,6,11,2010
20,TrackMania Nations Forever,2771.01,15,3,11,2010
21,Call of Duty 4: Modern Warfare,1838.1,70,3,11,2010
22,FIFA 11,545.64,3,5,11,2010
23,Super Smash Bros.,30.0,2,1,11,2010
1,StarCraft II,234818.59,125,50,12,2010
2,Magic: The Gathering Online,100000.0,12,1,12,2010
3,Counter-Strike,73890.64,57,4,12,2010
4,Defense of the Ancients,52447.62,56,4,12,2010
5,Counter-Strike: Source,31750.64,35,5,12,2010
6,FIFA 10,9005.33,12,2,12,2010
7,League of Legends,7801.75,44,6,12,2010
8,Team Fortress 2,4347.67,71,4,12,2010
9,Quake Live,4287.56,16,5,12,2010
10,TrackMania Nations Forever,3334.75,20,2,12,2010
11,Super Smash Bros. Melee,2940.0,19,5,12,2010
12,Call of Duty 4: Modern Warfare,2673.6,20,1,12,2010
13,FIFA 11,2431.28,6,4,12,2010
14,Day of Defeat: Source,991.75,0,1,12,2010
15,Super Smash Bros. Brawl,821.0,9,3,12,2010
16,Tekken 6,406.92,3,1,12,2010
17,WarCraft III,398.28,3,3,12,2010
1,WarCraft III,65015.25,27,9,1,2009
2,Counter-Strike,57965.08,61,6,1,2009
3,Counter-Strike: Source,37544.24,55,4,1,2009
4,StarCraft: Brood War,27792.16,8,1,1,2009
5,Call of Duty 4: Modern Warfare,22797.54,20,2,1,2009
6,Super Smash Bros. Melee,2660.0,21,6,1,2009
7,TrackMania Nations Forever,1459.5,1,1,1,2009
8,Super Smash Bros. Brawl,1230.0,27,9,1,2009
9,Super Smash Bros.,100.0,7,2,1,2009
1,StarCraft: Brood War,76015.37,8,1,2,2009
2,Counter-Strike,40217.33,126,11,2,2009
3,FIFA 09,38402.95,12,2,2,2009
4,Counter-Strike: Source,18240.44,61,6,2,2009
5,Super Smash Bros. Brawl,7660.75,38,11,2,2009
6,FIFA 08,2560.19,3,1,2,2009
7,Super Smash Bros. Melee,2015.97,25,5,2,2009
8,WarCraft III,840.61,6,5,2,2009
9,Call of Duty 4: Modern Warfare,770.25,0,3,2,2009
10,Quake III Arena,327.35,3,1,2,2009
11,TrackMania Nations Forever,327.35,3,1,2,2009
1,Counter-Strike,218774.99,170,11,3,2009
2,World of WarCraft,105000.0,36,2,3,2009
3,StarCraft: Brood War,94198.71,39,4,3,2009
4,Resistance 2,50400.0,194,1,3,2009
5,Super Smash Bros. Brawl,5899.01,47,15,3,2009
6,WarCraft III,5788.99,8,5,3,2009
7,Super Smash Bros. Melee,5514.0,29,9,3,2009
8,Call of Duty 4: Modern Warfare,2700.63,5,2,3,2009
9,TrackMania Nations Forever,2647.0,9,3,3,2009
10,Defense of the Ancients,2632.35,0,1,3,2009
11,Team Fortress 2,2027.49,18,1,3,2009
12,Age of Empires III,500.0,3,1,3,2009
13,Age of Mythology,330.0,3,1,3,2009
1,StarCraft: Brood War,81424.45,42,4,4,2009
2,Counter-Strike,75549.59,157,16,4,2009
3,Halo 3,59708.89,48,2,4,2009
4,Counter-Strike: Source,24970.95,109,7,4,2009
5,Gears of War 2,15000.0,0,1,4,2009
6,WarCraft III,8660.83,13,7,4,2009
7,Call of Duty 4: Modern Warfare,8347.31,44,2,4,2009
8,Super Smash Bros. Melee,6744.0,51,11,4,2009
9,Defense of the Ancients,6306.37,15,1,4,2009
10,TrackMania Nations Forever,3831.54,6,2,4,2009
11,Quake III Arena,3303.34,3,1,4,2009
12,Super Smash Bros. Brawl,3144.0,39,12,4,2009
13,Team Fortress 2,2550.0,18,1,4,2009
14,FIFA 09,1501.51,3,2,4,2009
15,Age of Empires II,134.84,3,1,4,2009
16,Marvel vs. Capcom 2,90.0,3,1,4,2009
17,Street Fighter III: 3rd Strike,45.0,3,1,4,2009
18,Guilty Gear XX Accent Core,35.0,3,1,4,2009
19,King of Fighters XI,25.0,3,1,4,2009
1,Counter-Strike,162209.14,190,10,5,2009
2,FIFA 09,26000.0,3,1,5,2009
3,WarCraft III,17194.31,17,8,5,2009
4,StarCraft: Brood War,12169.93,13,9,5,2009
5,Counter-Strike: Source,11023.19,25,2,5,2009
6,Defense of the Ancients,10807.73,15,2,5,2009
7,Age of Empires II,10000.0,8,1,5,2009
8,World of WarCraft,9300.0,9,1,5,2009
9,Wolfenstein: Enemy Territory,6637.46,18,1,5,2009
10,Call of Duty 4: Modern Warfare,4977.93,15,1,5,2009
11,Super Smash Bros. Brawl,2807.0,37,10,5,2009
12,Super Smash Bros. Melee,1462.5,18,6,5,2009
13,Quake III Arena,801.28,6,1,5,2009
1,Counter-Strike,64265.54,93,7,6,2009
2,World of WarCraft,63497.65,18,4,6,2009
3,Halo 3,56000.0,32,1,6,2009
4,WarCraft III,49878.8,23,12,6,2009
5,Counter-Strike: Source,20884.26,50,4,6,2009
6,Gears of War 2,15000.0,0,1,6,2009
7,StarCraft: Brood War,13681.26,8,6,6,2009
8,Team Fortress 2,13052.79,30,2,6,2009
9,FIFA 09,9662.79,20,2,6,2009
10,Call of Duty 4: Modern Warfare,8336.09,26,2,6,2009
11,TrackMania Nations Forever,4470.4,5,1,6,2009
12,Defense of the Ancients,2682.24,15,1,6,2009
13,Super Smash Bros. Brawl,2423.27,30,9,6,2009
14,Super Smash Bros. Melee,1145.0,11,3,6,2009
15,Guilty Gear XX Accent Core,0.0,6,1,6,2009
16,Street Fighter IV,0.0,8,2,6,2009
17,Super Street Fighter II Turbo HD Remix,0.0,6,1,6,2009
1,Counter-Strike,109693.03,120,8,7,2009
2,Counter-Strike: Source,41007.69,79,5,7,2009
3,StarCraft: Brood War,32860.75,14,6,7,2009
4,Call of Duty 4: Modern Warfare,29133.76,28,3,7,2009
5,WarCraft III,24833.51,11,7,7,2009
6,Super Smash Bros. Brawl,14532.69,33,9,7,2009
7,Super Smash Bros. Melee,11193.56,24,6,7,2009
8,Quake Live,8000.0,3,1,7,2009
9,Quake III Arena,4074.14,7,2,7,2009
10,TrackMania Nations Forever,3489.01,6,2,7,2009
11,Defense of the Ancients,2139.16,0,1,7,2009
12,Age of Empires III,1750.0,8,1,7,2009
13,Age of Empires,880.0,16,1,7,2009
14,Guilty Gear XX Accent Core Plus,0.0,3,1,7,2009
15,Marvel vs. Capcom 2,0.0,3,1,7,2009
16,Street Fighter IV,0.0,3,1,7,2009
17,Super Street Fighter II Turbo HD Remix,0.0,3,1,7,2009
1,StarCraft: Brood War,329562.85,76,13,8,2009
2,World of WarCraft,143750.0,27,3,8,2009
3,Counter-Strike,70425.34,140,12,8,2009
4,WarCraft III,69094.26,31,12,8,2009
5,Halo 3,59461.82,44,2,8,2009
6,Quake Live,48500.0,15,3,8,2009
7,Counter-Strike: Source,39774.45,90,6,8,2009
8,Call of Duty 4: Modern Warfare,16001.29,30,3,8,2009
9,Gears of War 2,15000.0,0,1,8,2009
10,Team Fortress 2,10048.2,84,4,8,2009
11,Defense of the Ancients,9515.44,10,3,8,2009
12,FIFA 09,7867.65,13,5,8,2009
13,Super Smash Bros. Melee,7196.46,54,13,8,2009
14,TrackMania Nations Forever,4241.4,5,1,8,2009
15,Day of Defeat: Source,4002.64,29,2,8,2009
16,Super Smash Bros. Brawl,3258.54,26,6,8,2009
17,Street Fighter IV,1602.72,4,2,8,2009
18,Quake III Arena,1565.23,8,1,8,2009
19,Pro Evolution Soccer 2009,713.06,3,2,8,2009
20,Age of Mythology,150.0,3,1,8,2009
1,Counter-Strike,89385.66,117,11,9,2009
2,Defense of the Ancients,27154.39,25,2,9,2009
3,Counter-Strike: Source,8150.11,41,3,9,2009
4,Super Smash Bros. Brawl,7067.0,44,14,9,2009
5,Super Smash Bros. Melee,5953.5,40,13,9,2009
6,FIFA 09,5463.99,6,2,9,2009
7,Call of Duty 2,4401.02,0,1,9,2009
8,WarCraft III,1840.37,5,5,9,2009
9,Call of Duty 4: Modern Warfare,1175.14,5,1,9,2009
10,StarCraft: Brood War,900.0,21,1,9,2009
11,BlazBlue: Calamity Trigger,35.0,3,1,9,2009
1,Counter-Strike,142067.11,213,15,10,2009
2,Defense of the Ancients,15000.0,20,1,10,2009
3,WarCraft III,14639.9,13,7,10,2009
4,Counter-Strike: Source,10258.06,20,2,10,2009
5,Quake Live,7092.13,11,5,10,2009
6,FIFA 09,3900.0,4,1,10,2009
7,StarCraft: Brood War,3900.0,4,1,10,2009
8,Super Smash Bros. Melee,1174.0,14,4,10,2009
9,Super Smash Bros. Brawl,40.0,3,1,10,2009
1,Counter-Strike,166890.78,205,7,11,2009
2,WarCraft III,86802.23,10,9,11,2009
3,Halo 3,59730.0,48,2,11,2009
4,Magic: The Gathering Online,50000.0,8,1,11,2009
5,StarCraft: Brood War,36269.84,13,5,11,2009
6,Defense of the Ancients,30713.96,40,2,11,2009
7,Red Stone,23000.0,12,1,11,2009
8,World of WarCraft,22891.26,15,2,11,2009
9,Counter-Strike: Source,18611.98,85,5,11,2009
10,FIFA 09,16000.0,3,1,11,2009
11,Call of Duty 4: Modern Warfare,15484.9,21,2,11,2009
12,TrackMania Nations Forever,15299.39,5,2,11,2009
13,Gears of War 2,15000.0,0,1,11,2009
14,Rainbow Six: Vegas 2,15000.0,0,1,11,2009
15,Asphalt 4,12000.0,3,1,11,2009
16,Carom 3D,12000.0,3,1,11,2009
17,Virtua Fighter 5,12000.0,3,1,11,2009
18,Wise Star 2,12000.0,3,1,11,2009
19,Quake Live,7915.88,6,6,11,2009
20,Super Smash Bros. Melee,5186.0,32,8,11,2009
21,Team Fortress 2,4800.0,54,2,11,2009
22,Call of Duty: Modern Warfare 2,4211.84,11,2,11,2009
23,Day of Defeat: Source,3715.0,12,1,11,2009
24,Quake III Arena,519.84,3,1,11,2009
25,Super Smash Bros. Brawl,240.0,3,1,11,2009
1,Counter-Strike,157209.11,178,9,12,2009
2,WarCraft III,43671.94,18,7,12,2009
3,Defense of the Ancients,17578.56,20,1,12,2009
4,Counter-Strike: Source,16574.28,45,3,12,2009
5,World of WarCraft,15000.0,12,1,12,2009
6,FIFA 09,10087.8,0,1,12,2009
7,Quake Live,8438.07,11,4,12,2009
8,Super Smash Bros. Melee,1755.0,16,5,12,2009
1,StarCraft: Brood War,86240.0,10,1,1,2008
2,Counter-Strike,29015.54,74,3,1,2008
3,WarCraft III,27085.86,11,7,1,2008
4,World in Conflict,20000.0,0,1,1,2008
5,F.E.A.R.,18000.0,4,1,1,2008
6,Age of Empires II,3000.0,6,2,1,2008
7,Super Smash Bros. Melee,1838.0,8,3,1,2008
1,World in Conflict,200000.0,25,1,2,2008
2,F.E.A.R.,100000.0,8,1,2,2008
3,Counter-Strike,87418.84,153,8,2,2008
4,StarCraft: Brood War,69650.48,23,2,2,2008
5,Counter-Strike: Source,31872.8,100,9,2,2008
6,WarCraft III,27178.1,19,7,2,2008
7,Super Smash Bros. Melee,9590.0,34,5,2,2008
8,Age of Empires II,688.08,2,2,2,2008
1,Counter-Strike,268467.77,203,15,3,2008
2,StarCraft: Brood War,255409.61,39,3,3,2008
3,Unreal Tournament 3,104812.82,3,3,3,2008
4,WarCraft III,74621.12,26,13,3,2008
5,Counter-Strike: Source,54186.32,101,9,3,2008
6,Call of Duty 4: Modern Warfare,46063.19,66,5,3,2008
7,FIFA 08,11677.73,7,2,3,2008
8,Command & Conquer 3,10685.41,4,2,3,2008
9,Halo 3,8924.67,14,3,3,2008
10,Dead or Alive 4,7708.46,3,2,3,2008
11,Need for Speed: ProStreet,7708.46,3,1,3,2008
12,Project Gotham Racing 4,7708.46,3,1,3,2008
13,Team Fortress 2,4961.58,0,1,3,2008
14,Enemy Territory: Quake Wars,4650.12,6,1,3,2008
15,Wolfenstein: Enemy Territory,4650.12,18,1,3,2008
16,Battlefield 2,2976.95,0,1,3,2008
17,Crysis,2976.95,0,1,3,2008
18,Gears of War,2974.5,0,1,3,2008
19,Pro Evolution Soccer 2008,2084.15,6,2,3,2008
20,Supreme Commander: Forged Alliance,1290.01,0,1,3,2008
21,World in Conflict,595.38,0,1,3,2008
22,TrackMania Nations Forever,558.6,1,1,3,2008
23,Super Smash Bros. Melee,190.0,6,2,3,2008
1,Halo 3,56000.0,32,1,4,2008
2,Counter-Strike: Source,45803.33,35,2,4,2008
3,WarCraft III,21782.3,9,6,4,2008
4,Counter-Strike,18707.52,55,5,4,2008
5,Gears of War,7500.0,0,1,4,2008
6,Age of Empires II,7250.0,8,1,4,2008
7,Super Smash Bros. Brawl,755.0,7,2,4,2008
8,Age of Empires III,50.0,1,1,4,2008
9,Age of Mythology,50.0,1,1,4,2008
1,Counter-Strike,122087.06,215,10,5,2008
2,WarCraft III,56639.95,61,8,5,2008
3,Halo 3,50000.0,1,1,5,2008
4,Counter-Strike: Source,46247.73,94,4,5,2008
5,FIFA 08,26000.0,3,1,5,2008
6,Call of Duty 4: Modern Warfare,20743.82,40,1,5,2008
7,Super Smash Bros. Brawl,3437.0,15,5,5,2008
8,Quake III Arena,2376.54,8,1,5,2008
9,StarCraft: Brood War,2121.94,8,1,5,2008
10,Super Smash Bros. Melee,132.0,3,1,5,2008
11,Age of Mythology,50.0,1,1,5,2008
1,World of WarCraft,85500.0,22,2,6,2008
2,WarCraft III,82808.02,28,8,6,2008
3,StarCraft: Brood War,59015.3,27,4,6,2008
4,Halo 3,56000.0,32,1,6,2008
5,Counter-Strike,48311.41,65,6,6,2008
6,Guitar Hero III: Legends of Rock,19000.0,8,1,6,2008
7,Counter-Strike: Source,11846.83,45,3,6,2008
8,Rainbow Six: Vegas 2,7500.0,0,1,6,2008
9,Defense of the Ancients,7130.54,16,1,6,2008
10,Super Smash Bros. Melee,5505.0,31,8,6,2008
11,Super Smash Bros. Brawl,1160.0,9,3,6,2008
1,Counter-Strike: Source,515467.1,152,8,7,2008
2,StarCraft: Brood War,217633.37,145,3,7,2008
3,Forza Motorsport 2,207000.0,16,1,7,2008
4,Dead or Alive 4,182000.0,16,1,7,2008
5,Counter-Strike,170724.61,127,11,7,2008
6,FIFA 08,91000.0,8,2,7,2008
7,World of WarCraft,72500.0,21,2,7,2008
8,Halo 3,56000.0,32,1,7,2008
9,WarCraft III,41035.81,15,7,7,2008
10,Call of Duty 4: Modern Warfare,40429.32,26,4,7,2008
11,Quake III Arena,15970.4,6,2,7,2008
12,Defense of the Ancients,12500.0,10,1,7,2008
13,Gears of War,7500.0,0,1,7,2008
14,Rainbow Six: Vegas 2,7500.0,0,2,7,2008
15,TrackMania Nations Forever,5000.0,3,1,7,2008
16,Super Smash Bros. Brawl,3929.87,20,5,7,2008
17,Team Fortress 2,2377.94,12,1,7,2008
18,Age of Mythology,420.0,3,1,7,2008
19,Super Smash Bros. Melee,379.61,9,3,7,2008
20,Age of Empires II,270.2,6,1,7,2008
1,Counter-Strike,231303.36,163,11,8,2008
2,World of WarCraft,108900.0,40,4,8,2008
3,StarCraft: Brood War,101675.23,40,3,8,2008
4,Call of Duty 4: Modern Warfare,74041.67,61,6,8,2008
5,WarCraft III,68823.06,48,12,8,2008
6,Counter-Strike: Source,62955.01,123,7,8,2008
7,Halo 3,56000.0,32,1,8,2008
8,FIFA 08,35381.05,26,4,8,2008
9,Defense of the Ancients,26000.0,15,2,8,2008
10,Quake Live,25000.0,19,2,8,2008
11,Quake III Arena,23000.0,3,1,8,2008
12,TrackMania Nations Forever,23000.0,3,2,8,2008
13,Team Fortress 2,9700.0,24,3,8,2008
14,World in Conflict,7515.35,0,2,8,2008
15,Gears of War,7500.0,0,1,8,2008
16,Rainbow Six: Vegas 2,7500.0,0,1,8,2008
17,Super Smash Bros. Brawl,4130.0,9,4,8,2008
18,Age of Empires II,3360.3,8,1,8,2008
19,Street Fighter III: 3rd Strike,2040.0,3,1,8,2008
20,Unreal Tournament 2003,1700.0,1,1,8,2008
21,Marvel vs. Capcom 2,1610.0,3,1,8,2008
22,Capcom vs. SNK 2,1450.0,3,1,8,2008
23,Super Street Fighter II Turbo,1370.0,3,1,8,2008
24,Tekken 5: Dark Resurrection,740.0,3,1,8,2008
1,Counter-Strike,71910.88,184,11,9,2008
2,World of WarCraft,27900.0,9,1,9,2008
3,Team Fortress 2,27599.92,24,1,9,2008
4,WarCraft III,24698.79,19,8,9,2008
5,Counter-Strike: Source,20075.02,46,3,9,2008
6,Need for Speed: ProStreet,7000.0,8,1,9,2008
7,StarCraft: Brood War,7000.0,8,1,9,2008
8,Call of Duty 4: Modern Warfare,6500.0,10,1,9,2008
9,FIFA 08,1124.4,4,1,9,2008
10,Age of Empires III,500.0,3,1,9,2008
11,Age of Mythology,50.0,1,1,9,2008
1,Counter-Strike,206670.12,96,11,10,2008
2,World of WarCraft,202500.0,34,4,10,2008
3,Madden NFL 2009,100000.0,1,1,10,2008
4,WarCraft III,90874.35,12,8,10,2008
5,Halo 3,56000.0,32,1,10,2008
6,StarCraft: Brood War,45200.0,6,2,10,2008
7,Counter-Strike: Source,22658.13,36,5,10,2008
8,Quake III Arena,15000.0,4,2,10,2008
9,Defense of the Ancients,9495.85,10,1,10,2008
10,Call of Duty 4: Modern Warfare,8509.72,10,2,10,2008
11,Gears of War,7500.0,0,1,10,2008
12,Rainbow Six: Vegas 2,7500.0,0,1,10,2008
13,Super Smash Bros. Melee,4530.0,5,2,10,2008
14,Tekken 5: Dark Resurrection,980.0,3,1,10,2008
15,Marvel vs. Capcom 2,850.0,4,2,10,2008
16,Street Fighter III: 3rd Strike,850.0,3,1,10,2008
17,Super Smash Bros. Brawl,670.0,3,1,10,2008
18,Super Street Fighter II Turbo,400.0,3,1,10,2008
19,Capcom vs. SNK 2,0.0,3,1,10,2008
1,Halo 3,350000.0,44,2,11,2008
2,Counter-Strike,315335.06,249,14,11,2008
3,StarCraft: Brood War,184229.91,56,4,11,2008
4,WarCraft III,112582.55,28,13,11,2008
5,World of WarCraft,60000.0,30,2,11,2008
6,Counter-Strike: Source,43423.04,140,8,11,2008
7,Red Stone,35000.0,6,1,11,2008
8,Gears of War,34000.0,0,1,11,2008
9,Rainbow Six: Vegas 2,34000.0,0,1,11,2008
10,Defense of the Ancients,26429.85,20,3,11,2008
11,FIFA 08,23000.0,3,1,11,2008
12,Call of Duty 4: Modern Warfare,22619.37,44,3,11,2008
13,Age of Empires III,17500.0,3,1,11,2008
14,Asphalt 4,17500.0,3,1,11,2008
15,Carom 3D,17500.0,3,1,11,2008
16,Command & Conquer 3,17500.0,3,1,11,2008
17,Need for Speed: ProStreet,17500.0,3,1,11,2008
18,Project Gotham Racing 4,17500.0,3,1,11,2008
19,Virtua Fighter 5,17500.0,3,1,11,2008
20,Team Fortress 2,15000.0,37,1,11,2008
21,Quake III Arena,8298.4,14,5,11,2008
22,QuakeWorld,2775.07,0,1,11,2008
23,Day of Defeat: Source,2285.82,12,1,11,2008
24,Super Smash Bros. Brawl,2180.0,33,12,11,2008
25,TrackMania Nations Forever,1970.0,3,1,11,2008
26,Age of Empires II,1107.86,3,2,11,2008
27,Marvel vs. Capcom 2,150.0,3,1,11,2008
28,Guilty Gear XX Accent Core,80.0,3,1,11,2008
1,Counter-Strike,111755.89,120,9,12,2008
2,WarCraft III,77625.71,23,10,12,2008
3,StarCraft: Brood War,22350.61,9,3,12,2008
4,Counter-Strike: Source,17464.19,25,3,12,2008
5,FIFA 08,13250.07,20,1,12,2008
6,Wolfenstein: Enemy Territory,7364.76,18,1,12,2008
7,Quake III Arena,974.36,1,1,12,2008
8,Super Smash Bros. Melee,770.0,13,3,12,2008
9,Super Smash Bros. Brawl,490.0,15,4,12,2008
10,Age of Mythology,450.0,3,1,12,2008
11,TrackMania Nations Forever,417.71,2,1,12,2008
1,Madden NFL 2007,100000.0,1,1,1,2007
2,WarCraft III,46940.12,20,6,1,2007
3,StarCraft: Brood War,27988.8,12,5,1,2007
4,Counter-Strike,10515.9,40,3,1,2007
5,Age of Empires II,10000.0,16,1,1,2007
6,Counter-Strike: Source,8294.48,20,2,1,2007
7,Super Smash Bros. Melee,1249.76,10,3,1,2007
8,Age of Empires III,100.0,1,1,1,2007
1,StarCraft: Brood War,118210.13,33,5,2,2007
2,Counter-Strike,108551.49,195,8,2,2007
3,WarCraft III,24589.0,13,6,2,2007
4,Counter-Strike: Source,9960.68,35,3,2,2007
5,Defense of the Ancients,9548.34,0,1,2,2007
6,Wolfenstein: Enemy Territory,6655.76,30,1,2,2007
7,Super Smash Bros. Melee,2143.9,12,4,2,2007
8,Age of Empires II,777.9,3,1,2,2007
1,Counter-Strike,177202.55,137,7,3,2007
2,StarCraft: Brood War,144610.72,25,4,3,2007
3,WarCraft III,112407.18,16,6,3,2007
4,Rise of Nations: Rise of Legends,69600.0,8,1,3,2007
5,FIFA 07,9322.58,3,1,3,2007
6,Need for Speed Carbon,9322.58,3,1,3,2007
7,Super Smash Bros. Melee,8999.0,25,9,3,2007
8,Dead or Alive 4,7990.78,3,1,3,2007
9,Project Gotham Racing 3,7990.78,3,1,3,2007
10,Counter-Strike: Source,5274.0,10,1,3,2007
11,TrackMania Nations,822.0,3,1,3,2007
1,Counter-Strike,192950.99,207,14,4,2007
2,Halo 2,61400.0,34,2,4,2007
3,WarCraft III,56093.12,30,14,4,2007
4,Counter-Strike: Source,28089.18,84,6,4,2007
5,World of WarCraft,20400.0,6,1,4,2007
6,Battlefield 2142,18546.14,0,2,4,2007
7,Rainbow Six: Vegas,16700.0,62,1,4,2007
8,Quake 4,10996.07,9,2,4,2007
9,Super Smash Bros. Melee,6514.0,29,15,4,2007
10,Battlefield 2,4901.26,0,1,4,2007
11,Command & Conquer 3,4901.26,4,1,4,2007
12,S.T.A.L.K.E.R.: Shadow of Chernobyl,4901.26,0,1,4,2007
13,Supreme Commander,4901.26,0,1,4,2007
14,Wolfenstein: Enemy Territory,4055.84,18,1,4,2007
15,Day of Defeat: Source,996.07,0,1,4,2007
16,Dead or Alive 4,996.07,3,1,4,2007
17,Project Gotham Racing 3,996.07,3,1,4,2007
18,Call of Duty 2,686.18,0,1,4,2007
19,Age of Empires III,200.0,3,1,4,2007
1,Counter-Strike,76113.94,87,8,5,2007
2,WarCraft III,44286.0,24,14,5,2007
3,StarCraft: Brood War,23271.98,6,3,5,2007
4,F.E.A.R.,20000.0,7,1,5,2007
5,World in Conflict,20000.0,15,1,5,2007
6,Counter-Strike: Source,18002.32,36,3,5,2007
7,Call of Duty 2,5953.8,0,1,5,2007
8,Quake III Arena,3861.47,8,1,5,2007
9,Super Smash Bros. Melee,2503.0,14,4,5,2007
10,FIFA 07,500.0,1,1,5,2007
1,Counter-Strike,154734.58,229,10,6,2007
2,WarCraft III,69700.46,40,9,6,2007
3,Halo 2,61600.0,30,2,6,2007
4,Counter-Strike: Source,34582.4,56,3,6,2007
5,FIFA 07,33805.95,8,2,6,2007
6,World of WarCraft,30000.0,11,1,6,2007
7,F.E.A.R.,20000.0,8,1,6,2007
8,World in Conflict,20000.0,0,1,6,2007
9,Rainbow Six: Vegas,16700.0,64,1,6,2007
10,Quake 4,15000.0,8,1,6,2007
11,StarCraft: Brood War,9555.45,6,2,6,2007
12,Super Smash Bros. Melee,8605.0,32,11,6,2007
13,Defense of the Ancients,7389.93,11,1,6,2007
14,Live for Speed,2008.27,5,1,6,2007
15,Pro Evolution Soccer 6,1216.82,3,1,6,2007
16,Super Smash Bros.,415.0,6,2,6,2007
17,Gears of War,0.0,0,1,6,2007
1,StarCraft: Brood War,237878.5,40,2,7,2007
2,Counter-Strike,158542.51,94,7,7,2007
3,WarCraft III,101379.41,26,9,7,2007
4,Halo 2,61600.0,27,2,7,2007
5,Quake 4,34000.0,11,2,7,2007
6,Call of Duty 2,20000.0,20,1,7,2007
7,TrackMania Nations,19479.5,6,2,7,2007
8,Pro Evolution Soccer 6,19000.0,3,1,7,2007
9,Rainbow Six: Vegas,16700.0,32,1,7,2007
10,Super Smash Bros. Melee,15864.93,40,7,7,2007
11,Gears of War,14000.0,0,1,7,2007
12,Super Smash Bros.,525.0,3,1,7,2007
13,Street Fighter III: 3rd Strike,0.0,4,1,7,2007
1,Counter-Strike,228779.24,199,12,8,2007
2,StarCraft: Brood War,172687.25,34,6,8,2007
3,WarCraft III,122722.97,53,11,8,2007
4,World of WarCraft,70000.0,25,2,8,2007
5,Quake 4,66562.74,18,4,8,2007
6,Halo 2,61600.0,27,2,8,2007
7,Enemy Territory: Quake Wars,50000.0,26,1,8,2007
8,Counter-Strike: Source,35161.96,81,5,8,2007
9,FIFA 07,17257.04,13,2,8,2007
10,Rainbow Six: Vegas,16700.0,0,1,8,2007
11,Super Smash Bros. Melee,14250.0,10,2,8,2007
12,Gears of War,14000.0,0,1,8,2007
13,Capcom vs. SNK 2,10250.0,8,1,8,2007
14,Guilty Gear XX Accent Core,10250.0,23,1,8,2007
15,Marvel vs. Capcom 2,10250.0,8,1,8,2007
16,Street Fighter III: 3rd Strike,10250.0,8,1,8,2007
17,Super Street Fighter II Turbo,10250.0,8,1,8,2007
18,Tekken 5: Dark Resurrection,10250.0,8,1,8,2007
