rank,game,prize,players,tournaments,month,year
14,Counter-Strike: Source,15579.96,50,3,8,2012
15,Team Fortress 2,7908.14,48,1,8,2012
16,Super Street Fighter IV Arcade Edition,7617.86,20,7,8,2012
17,Counter-Strike: Global Offensive,5958.73,15,6,8,2012
18,Call of Duty 4: Modern Warfare,3504.02,5,1,8,2012
19,Super Street Fighter II Turbo HD Remix,3150.0,6,1,8,2012
20,Street Fighter III: 3rd Strike,2730.72,7,2,8,2012
21,Super Smash Bros. Brawl,1536.96,12,2,8,2012
22,Super Smash Bros. Melee,1396.8,7,1,8,2012
23,Ultimate Marvel vs. Capcom 3,696.23,3,1,8,2012
24,Street Fighter X Tekken,650.0,5,2,8,2012
25,FIFA 12,495.96,3,4,8,2012
26,Persona 4 Arena,181.63,3,1,8,2012
1,Dota 2,1615721.38,66,7,9,2012
2,League of Legends,373092.61,280,49,9,2012
3,StarCraft II,266709.82,119,51,9,2012
4,CrossFire,134653.9,60,6,9,2012
5,Defense of the Ancients,45905.68,20,1,9,2012
6,Counter-Strike,34642.05,77,6,9,2012
7,KartRider,26700.0,16,1,9,2012
8,Heroes of Newerth,21850.0,64,4,9,2012
9,Super Street Fighter IV Arcade Edition,19067.26,16,6,9,2012
10,Call of Duty: Modern Warfare 3,16728.01,19,3,9,2012
11,Counter-Strike: Source,15995.33,30,2,9,2012
12,Counter-Strike: Global Offensive,7131.6,45,7,9,2012
13,WarCraft III,643.55,3,5,9,2012
14,Age of Mythology,640.0,3,1,9,2012
15,FIFA 12,386.07,3,4,9,2012
16,FIFA 13,257.38,2,2,9,2012
17,Quake Live,250.0,4,2,9,2012
18,Age of Empires III,200.0,2,1,9,2012
19,TrackMania Nations Forever,192.89,2,1,9,2012
20,StarCraft: Brood War,140.0,3,1,9,2012
21,King of Fighters XIII,0.0,8,1,9,2012
22,Super Street Fighter II Turbo,0.0,4,1,9,2012
23,Ultimate Marvel vs. Capcom 3,0.0,8,1,9,2012
1,League of Legends,2142991.87,189,22,10,2012
2,StarCraft II,399792.06,167,46,10,2012
3,Dota 2,38042.42,71,7,10,2012
4,Counter-Strike,35000.52,40,3,10,2012
5,iRacing.com,32500.0,8,2,10,2012
6,Call of Duty: Modern Warfare 3,21292.24,61,3,10,2012
7,Point Blank,15000.0,20,1,10,2012
8,Quake Live,11578.87,7,5,10,2012
9,Counter-Strike: Global Offensive,11232.84,66,8,10,2012
10,Heroes of Newerth,9405.22,66,10,10,2012
11,StarCraft: Brood War,6261.46,3,1,10,2012
12,Call of Duty: Black Ops 2,5193.6,4,1,10,2012
13,Team Fortress 2,4000.0,24,1,10,2012
14,Age of Empires II,3000.0,16,1,10,2012
15,Super Smash Bros. Melee,2999.8,16,3,10,2012
16,CrossFire,2173.58,33,5,10,2012
17,Call of Duty 4: Modern Warfare,765.79,10,1,10,2012
18,Tekken Tag Tournament 2,585.0,15,7,10,2012
19,WarCraft III,519.57,3,4,10,2012
20,FIFA 13,519.12,4,4,10,2012
21,Project M,411.81,6,2,10,2012
22,Dead or Alive 5,0.0,4,1,10,2012
23,King of Fighters XIII,0.0,8,1,10,2012
24,Mortal Kombat 9,0.0,4,1,10,2012
25,Persona 4 Arena,0.0,8,1,10,2012
26,Street Fighter X Tekken,0.0,8,1,10,2012
27,Super Street Fighter IV Arcade Edition,0.0,8,1,10,2012
28,Ultimate Marvel vs. Capcom 3,0.0,8,1,10,2012
1,StarCraft II,570152.17,172,39,11,2012
2,League of Legends,369698.02,315,29,11,2012
3,World of WarCraft,189000.0,12,1,11,2012
4,Dota 2,130845.7,82,12,11,2012
5,Counter-Strike: Global Offensive,98963.99,98,11,11,2012
6,Heroes of Newerth,62487.67,65,6,11,2012
7,Tekken Tag Tournament 2,44470.0,34,8,11,2012
8,Halo 4,40000.0,16,1,11,2012
9,ShootMania Storm,20000.0,9,1,11,2012
10,WarCraft III,17512.65,6,5,11,2012
11,Mortal Kombat 9,16700.0,8,1,11,2012
12,Counter-Strike,14900.0,20,1,11,2012
13,FIFA 13,11957.82,12,7,11,2012
14,Quake Live,11057.0,9,5,11,2012
15,TrackMania Nations Forever,10239.5,6,2,11,2012
16,TrackMania 2: Canyon,10000.0,3,1,11,2012
17,Super Street Fighter IV Arcade Edition,7955.86,8,3,11,2012
18,Point Blank,5500.0,0,1,11,2012
19,World of Tanks,5000.0,0,1,11,2012
20,rFactor,4645.73,29,1,11,2012
21,Team Fortress 2,3254.53,18,1,11,2012
22,Super Smash Bros. Melee,3030.0,27,4,11,2012
23,CrossFire,2173.58,42,5,11,2012
24,StarCraft: Brood War,833.65,11,5,11,2012
25,King of Fighters XIII,295.0,3,1,11,2012
26,Persona 4 Arena,295.0,3,1,11,2012
27,Call of Duty: Black Ops,240.0,0,1,11,2012
1,StarCraft II,602120.22,182,40,12,2012
2,League of Legends,237414.41,217,30,12,2012
3,Dota 2,107533.25,78,11,12,2012
4,Counter-Strike: Global Offensive,97452.12,157,11,12,2012
5,Heroes of Newerth,82200.0,150,13,12,2012
6,ShootMania Storm,80000.0,18,1,12,2012
7,Counter-Strike Online,77776.0,25,2,12,2012
8,World of Tanks,69035.47,36,2,12,2012
9,Super Street Fighter IV Arcade Edition,56843.79,19,3,12,2012
10,Defense of the Ancients,56770.86,40,2,12,2012
11,Street Fighter X Tekken,53700.0,16,1,12,2012
12,CrossFire,48580.37,68,6,12,2012
13,Call of Duty: Black Ops 2,24804.35,28,3,12,2012
14,Counter-Strike,24622.0,45,2,12,2012
15,FIFA 12,17000.0,3,1,12,2012
16,Point Blank,15000.0,20,1,12,2012
17,WarCraft III,14390.76,4,4,12,2012
18,Street Fighter III: 3rd Strike,10000.0,8,1,12,2012
19,Super Street Fighter II Turbo HD Remix,10000.0,8,1,12,2012
20,FIFA 13,4388.95,6,5,12,2012
21,Team Fortress 2,1601.45,5,1,12,2012
22,Super Smash Bros. Brawl,1560.0,10,3,12,2012
23,Age of Empires II,1307.94,8,1,12,2012
24,TrackMania Nations Forever,1001.77,3,1,12,2012
25,Super Smash Bros. Melee,892.0,13,3,12,2012
26,Quake Live,500.0,3,4,12,2012
27,Tekken Tag Tournament 2,315.0,6,3,12,2012
28,StarCraft: Brood War,140.0,6,2,12,2012
29,Age of Mythology,50.0,4,1,12,2012
1,StarCraft II,193300.75,135,61,1,2011
2,StarCraft: Brood War,97742.33,48,5,1,2011
3,Counter-Strike,59402.67,115,7,1,2011
4,WarCraft III,30855.31,11,7,1,2011
5,Heroes of Newerth,20000.0,15,1,1,2011
6,Marvel vs. Capcom 2,15000.0,6,3,1,2011
7,Quake Live,11669.12,13,6,1,2011
8,Defense of the Ancients,8299.06,10,1,1,2011
9,Counter-Strike: Source,6943.59,73,3,1,2011
10,Super Smash Bros. Melee,6319.58,55,9,1,2011
11,Super Smash Bros. Brawl,4933.5,39,9,1,2011
12,Age of Empires II,1979.41,3,1,1,2011
13,Call of Duty: Black Ops,1906.84,10,1,1,2011
14,Team Fortress 2,1706.52,18,1,1,2011
15,Halo: Reach,1362.03,12,1,1,2011
16,League of Legends,1336.51,19,6,1,2011
17,Call of Duty 4: Modern Warfare,1269.05,15,1,1,2011
18,FIFA 11,668.25,3,5,1,2011
19,TrackMania Nations Forever,408.21,2,1,1,2011
20,Age of Empires,352.0,14,1,1,2011
21,Mortal Kombat vs. DC Universe,0.0,3,1,1,2011
22,Super Street Fighter II Turbo HD Remix,0.0,3,1,1,2011
23,Super Street Fighter IV,0.0,16,3,1,2011
24,Ultimate Mortal Kombat 3,0.0,3,1,1,2011
1,StarCraft: Brood War,104744.47,39,4,2,2011
2,Call of Duty: Black Ops,51000.0,14,3,2,2011
3,StarCraft II,35754.86,84,66,2,2011
4,Counter-Strike,33641.28,89,7,2,2011
5,Counter-Strike: Source,13037.3,68,5,2,2011
6,Call of Duty: Modern Warfare 2,10000.0,0,1,2,2011
7,Halo: Reach,10000.0,12,1,2,2011
8,Point Blank,10000.0,5,1,2,2011
9,Super Smash Bros. Melee,6375.0,13,3,2,2011
10,Team Fortress 2,5824.03,30,2,2,2011
11,Tekken 6,4736.15,4,2,2,2011
12,TrackMania Nations Forever,4193.73,9,3,2,2011
13,Super Smash Bros. Brawl,4146.0,16,3,2,2011
14,Call of Duty 4: Modern Warfare,3967.02,0,2,2,2011
15,Quake Live,1966.61,5,6,2,2011
16,League of Legends,1228.59,21,5,2,2011
17,WarCraft III,1206.83,18,5,2,2011
18,FIFA 11,546.04,4,4,2,2011
1,StarCraft II,202141.17,135,60,3,2011
2,Counter-Strike,93302.58,95,4,3,2011
3,Special Force,44650.0,0,1,3,2011
4,Counter-Strike: Source,36474.27,77,7,3,2011
5,Quake Live,20561.25,13,5,3,2011
6,iRacing.com,17900.0,10,1,3,2011
7,League of Legends,15161.82,34,10,3,2011
8,Defense of the Ancients,11426.02,95,8,3,2011
9,Team Fortress 2,4992.35,34,2,3,2011
10,TrackMania Nations Forever,2176.89,6,2,3,2011
11,Super Smash Bros. Melee,2080.0,15,3,3,2011
12,Super Smash Bros. Brawl,770.0,9,2,3,2011
13,WarCraft III,561.48,3,4,3,2011
14,FIFA 11,560.8,3,4,3,2011
15,Age of Empires,341.0,12,1,3,2011
16,StarCraft: Brood War,280.0,8,4,3,2011
17,Age of Empires II,150.0,2,1,3,2011
1,StarCraft II,176475.76,79,53,4,2011
2,Halo: Reach,61777.8,46,3,4,2011
3,Counter-Strike,44082.35,100,5,4,2011
4,Counter-Strike: Source,42269.86,95,3,4,2011
5,Call of Duty: Black Ops,41466.25,45,6,4,2011
6,KartRider,27690.0,8,2,4,2011
7,Defense of the Ancients,16226.42,15,1,4,2011
8,Heroes of Newerth,15803.7,5,3,4,2011
9,Quake Live,9997.06,11,6,4,2011
10,WarCraft III,9483.81,17,6,4,2011
11,Team Fortress 2,6745.66,51,5,4,2011
12,Gears of War,4127.0,0,1,4,2011
13,Call of Duty 4: Modern Warfare,3301.6,15,2,4,2011
14,FIFA 11,3100.19,10,7,4,2011
15,TrackMania Nations Forever,2978.43,3,2,4,2011
16,League of Legends,2701.33,29,11,4,2011
17,StarCraft: Brood War,1210.0,11,4,4,2011
18,Tekken 6,1200.69,3,1,4,2011
1,StarCraft II,226844.41,160,73,5,2011
2,Counter-Strike,47560.43,145,11,5,2011
3,Mortal Kombat 9,21020.0,11,2,5,2011
4,Counter-Strike: Source,14528.4,32,3,5,2011
5,Team Fortress 2,5740.0,30,3,5,2011
6,League of Legends,3379.14,42,13,5,2011
7,Quake Live,3375.82,5,6,5,2011
8,TrackMania Nations Forever,3194.48,23,2,5,2011
9,Super Smash Bros. Melee,2776.38,23,6,5,2011
10,Super Smash Bros. Brawl,2352.44,18,5,5,2011
11,FIFA 11,1791.0,5,6,5,2011
12,Heroes of Newerth,1350.0,0,1,5,2011
13,WarCraft III,569.01,3,4,5,2011
14,Defense of the Ancients,360.45,15,1,5,2011
15,StarCraft: Brood War,280.0,11,4,5,2011
16,Marvel vs. Capcom 3,118.0,3,1,5,2011
17,Super Street Fighter IV,65.0,3,2,5,2011
1,StarCraft II,348707.93,157,65,6,2011
2,League of Legends,108729.23,83,11,6,2011
3,StarCraft: Brood War,106898.81,35,2,6,2011
4,Counter-Strike,64736.12,85,5,6,2011
5,Halo: Reach,56000.0,32,2,6,2011
6,Counter-Strike: Source,39898.15,52,4,6,2011
7,FIFA 11,35476.31,10,8,6,2011
8,Call of Duty: Black Ops,34453.5,44,3,6,2011
9,Super Street Fighter IV Arcade Edition,28571.34,29,8,6,2011
10,Defense of the Ancients,27799.22,5,1,6,2011
11,Heroes of Newerth,22226.86,10,4,6,2011
12,Quake Live,13156.29,17,6,6,2011
13,WarCraft III,12929.96,4,5,6,2011
14,Marvel vs. Capcom 3,10486.33,32,7,6,2011
15,Bloodline Champions,10000.0,9,1,6,2011
16,BlazBlue: Continuum Shift II,5121.43,11,2,6,2011
17,TrackMania Nations Forever,2926.8,4,1,6,2011
18,TrackMania 2: Canyon,2370.72,2,1,6,2011
19,Tekken 6,2210.0,14,3,6,2011
20,Mortal Kombat 9,1861.67,12,3,6,2011
21,Arcana Heart 3,1000.0,4,1,6,2011
22,Super Smash Bros. Brawl,878.93,15,4,6,2011
23,Super Street Fighter II Turbo,640.0,8,1,6,2011
24,Super Smash Bros. Melee,310.0,6,2,6,2011
25,Soul Calibur IV,260.0,3,1,6,2011
1,StarCraft II,301198.67,169,72,7,2011
2,Counter-Strike,85892.94,175,12,7,2011
3,Halo: Reach,62156.75,44,2,7,2011
4,Call of Duty: Black Ops,36209.0,44,3,7,2011
5,League of Legends,17377.19,82,16,7,2011
6,Super Street Fighter IV Arcade Edition,14560.0,3,1,7,2011
7,Counter-Strike: Source,14517.4,50,4,7,2011
8,Super Smash Bros. Brawl,12057.02,34,6,7,2011
9,Super Smash Bros. Melee,11995.02,24,4,7,2011
10,Marvel vs. Capcom 3,10720.0,3,1,7,2011
11,Tekken 6,7240.0,3,1,7,2011
12,Heroes of Newerth,7168.6,10,1,7,2011
13,Mortal Kombat 9,6620.0,6,2,7,2011
14,Defense of the Ancients,5652.35,45,2,7,2011
15,Call of Duty 4: Modern Warfare,5077.8,15,2,7,2011
16,Quake Live,2728.75,10,7,7,2011
17,BlazBlue: Continuum Shift II,2080.0,3,1,7,2011
18,TrackMania Nations Forever,1887.99,2,1,7,2011
19,Super Street Fighter IV,1641.8,3,1,7,2011
20,Team Fortress 2,800.0,6,3,7,2011
21,WarCraft III,717.0,4,5,7,2011
22,FIFA 11,715.1,2,6,7,2011
23,Super Smash Bros.,330.0,3,1,7,2011
24,Project M,225.0,4,1,7,2011
25,Age of Empires Online,100.0,3,1,7,2011
1,Dota 2,1600000.0,42,1,8,2011
2,StarCraft II,223266.48,120,61,8,2011
3,Counter-Strike,96554.44,120,4,8,2011
4,League of Legends,71735.86,78,18,8,2011
5,Halo: Reach,56000.0,32,1,8,2011
6,World of WarCraft,48000.0,13,2,8,2011
7,Quake Live,42574.11,15,6,8,2011
8,Call of Duty: Black Ops,28000.0,32,1,8,2011
9,Team Fortress 2,13652.42,37,3,8,2011
10,Defense of the Ancients,11660.63,15,2,8,2011
11,Counter-Strike: Source,10084.16,15,1,8,2011
12,WarCraft III,7570.21,5,5,8,2011
13,Super Smash Bros. Melee,6729.73,39,10,8,2011
14,Super Street Fighter IV Arcade Edition,5096.71,3,1,8,2011
15,Call of Duty 4: Modern Warfare,4919.11,10,1,8,2011
16,Super Smash Bros. Brawl,2615.43,16,4,8,2011
17,Age of Empires,944.0,18,1,8,2011
18,StarCraft: Brood War,919.71,2,1,8,2011
19,FIFA 11,808.98,9,5,8,2011
20,TrackMania Nations Forever,245.47,4,1,8,2011
21,Wolfenstein: Enemy Territory,86.37,6,1,8,2011
1,Call of Duty: Modern Warfare 3,1000000.0,32,1,9,2011
2,StarCraft II,254460.08,178,70,9,2011
3,StarCraft: Brood War,92068.55,26,5,9,2011
4,Counter-Strike,41172.26,80,5,9,2011
5,WarCraft III,18005.81,13,6,9,2011
6,iRacing.com,15500.0,3,1,9,2011
7,League of Legends,14012.82,87,17,9,2011
8,Counter-Strike: Source,12000.0,20,1,9,2011
9,Defense of the Ancients,9392.63,15,1,9,2011
10,Team Fortress 2,5240.0,6,1,9,2011
11,Heroes of Newerth,3486.95,10,1,9,2011
12,Call of Duty: Black Ops,3035.34,12,1,9,2011
13,Super Smash Bros. Melee,1509.5,18,5,9,2011
14,Quake Live,551.48,3,4,9,2011
15,FIFA 11,412.92,3,4,9,2011
16,Super Smash Bros. Brawl,400.0,3,2,9,2011
17,FIFA 12,137.64,1,2,9,2011
1,StarCraft II,563124.57,213,79,10,2011
2,Counter-Strike,191030.77,196,11,10,2011
3,League of Legends,141491.47,155,24,10,2011
4,World of WarCraft,120000.0,9,1,10,2011
5,Halo: Reach,59225.4,48,2,10,2011
6,WarCraft III,39182.42,21,8,10,2011
7,Call of Duty: Black Ops,38482.55,49,2,10,2011
8,Counter-Strike: Source,33140.06,70,6,10,2011
9,Defense of the Ancients,28758.48,30,2,10,2011
10,Dota 2,22000.0,16,1,10,2011
11,StarCraft: Brood War,18710.0,13,5,10,2011
12,FIFA 11,17000.0,8,1,10,2011
13,iRacing.com,15500.0,3,1,10,2011
14,TrackMania Nations Forever,15411.09,4,3,10,2011
15,Tekken 6,6000.0,3,1,10,2011
16,Heroes of Newerth,5000.0,0,1,10,2011
17,Super Smash Bros. Melee,2399.0,11,2,10,2011
18,Call of Duty 4: Modern Warfare,1196.33,10,1,10,2011
19,Quake Live,686.83,3,5,10,2011
20,FIFA 12,686.3,5,6,10,2011
21,Super Smash Bros. Brawl,565.0,9,2,10,2011
22,Age of Mythology,500.0,3,1,10,2011
23,Marvel vs. Capcom 3,0.0,8,1,10,2011
24,Super Street Fighter IV Arcade Edition,0.0,8,2,10,2011
1,Halo: Reach,287000.0,28,2,11,2011
2,StarCraft II,275904.06,109,66,11,2011
3,Call of Duty: Black Ops,142000.0,32,3,11,2011
4,Magic: The Gathering Online,100000.0,12,1,11,2011
5,League of Legends,93753.57,94,19,11,2011
6,Defense of the Ancients,71705.74,79,4,11,2011
7,Counter-Strike,58015.4,71,6,11,2011
8,Heroes of Newerth,42804.24,20,1,11,2011
9,KartRider,26433.0,8,2,11,2011
10,Dota 2,20268.08,35,2,11,2011
11,Quake Live,17289.36,14,7,11,2011
12,Bloodline Champions,10000.0,9,1,11,2011
13,Super Street Fighter IV Arcade Edition,8324.04,10,2,11,2011
14,FIFA 11,7431.53,30,9,11,2011
15,Age of Empires II,7329.0,26,2,11,2011
16,Counter-Strike: Source,6761.52,40,1,11,2011
17,rFactor,4724.49,30,1,11,2011
18,Tekken 6,3527.33,9,4,11,2011
19,Super Smash Bros. Melee,2920.0,14,4,11,2011
20,Marvel vs. Capcom 3,820.0,3,1,11,2011
21,Team Fortress 2,789.46,18,1,11,2011
22,WarCraft III,543.03,3,4,11,2011
23,FIFA 12,542.32,4,4,11,2011
24,BlazBlue: Continuum Shift II,390.0,3,1,11,2011
25,TrackMania Nations Forever,316.31,4,1,11,2011
26,Street Fighter III: 3rd Strike,240.0,3,1,11,2011
27,Super Street Fighter II Turbo,180.0,3,1,11,2011
28,StarCraft: Brood War,140.0,6,2,11,2011
29,Street Fighter IV,90.0,2,1,11,2011
30,Ultimate Marvel vs. Capcom 3,45.0,2,1,11,2011
1,StarCraft II,391685.35,172,64,12,2011
2,Counter-Strike,64523.47,105,7,12,2011
3,League of Legends,57086.98,112,22,12,2011
4,Defense of the Ancients,52801.84,73,4,12,2011
5,Heroes of Newerth,36000.0,20,1,12,2011
6,CrossFire,34000.0,15,1,12,2011
7,Counter-Strike: Source,32288.69,56,4,12,2011
8,Dota 2,30000.0,35,2,12,2011
9,WarCraft III,27902.68,10,5,12,2011
10,World of WarCraft,24000.0,9,1,12,2011
11,FIFA 11,21669.8,5,3,12,2011
12,World of Tanks,18503.12,7,2,12,2011
13,Tekken 6,14000.0,3,1,12,2011
14,Call of Duty: Modern Warfare 3,6015.34,16,4,12,2011
15,Age of Empires,3375.63,21,4,12,2011
16,TrackMania Nations Forever,2544.16,4,1,12,2011
17,TrackMania 2: Canyon,2302.66,3,1,12,2011
18,Super Smash Bros. Melee,1180.0,15,4,12,2011
19,Age of Empires II,1000.0,1,1,12,2011
20,Quake Live,710.64,4,4,12,2011
21,FIFA 12,394.74,3,3,12,2011
22,StarCraft: Brood War,70.0,3,1,12,2011
1,Halo 3,280000.0,32,1,1,2010
2,StarCraft: Brood War,197846.4,54,4,1,2010
3,Counter-Strike,85405.53,111,6,1,2010
4,Gears of War 2,75000.0,0,1,1,2010
5,World of WarCraft,30000.0,27,2,1,2010
6,Quake Live,9711.1,17,6,1,2010
7,Team Fortress 2,5894.11,30,2,1,2010
8,Counter-Strike: Source,5780.08,25,4,1,2010
9,Super Smash Bros. Melee,2798.5,19,5,1,2010
10,Super Smash Bros. Brawl,1369.0,8,2,1,2010
11,Call of Duty: Modern Warfare 2,900.0,2,1,1,2010
12,WarCraft III,711.74,4,5,1,2010
13,Age of Empires,308.0,18,1,1,2010
14,TrackMania Nations Forever,142.73,1,1,1,2010
15,Age of Mythology,75.0,1,1,1,2010
1,Counter-Strike,63991.89,145,10,2,2010
2,Special Force,43250.0,0,1,2,2010
3,StarCraft: Brood War,22500.0,16,1,2,2010
4,World of WarCraft,20000.0,12,1,2,2010
5,Counter-Strike: Source,17074.35,96,6,2,2010
6,Call of Duty: Modern Warfare 2,14000.0,4,2,2,2010
7,WarCraft III,11065.72,8,6,2,2010
8,Quake Live,7427.61,17,7,2,2010
9,FIFA 09,2731.65,3,2,2,2010
10,Team Fortress 2,2032.11,24,2,2,2010
11,Super Smash Bros. Brawl,1909.0,17,4,2,2010
12,Super Smash Bros. Melee,1755.0,20,6,2,2010
13,Defense of the Ancients,1365.83,0,2,2,2010
14,Day of Defeat: Source,1160.95,18,1,2,2010
15,Age of Empires II,1000.0,18,1,2,2010
16,Age of Empires III,750.0,4,1,2,2010
17,Call of Duty 4: Modern Warfare,748.99,0,1,2,2010
18,Pro Evolution Soccer 2009,682.91,3,1,2,2010
19,TrackMania Nations Forever,682.91,3,1,2,2010
20,FIFA 10,546.32,4,4,2,2010
21,StarCraft II,136.18,1,1,2,2010
22,Super Smash Bros.,40.0,3,2,2,2010
1,Counter-Strike,142970.57,175,7,3,2010
2,World of WarCraft,50000.0,37,1,3,2010
3,Quake Live,20543.49,13,5,3,2010
4,WarCraft III,13795.23,13,6,3,2010
5,Counter-Strike: Source,13000.0,41,3,3,2010
6,Wolfenstein: Enemy Territory,6811.76,15,1,3,2010
7,Team Fortress 2,5676.7,66,3,3,2010
8,Super Smash Bros. Melee,4635.48,41,9,3,2010
9,Street Fighter IV,3805.5,11,3,3,2010
10,Age of Empires II,3650.0,4,1,3,2010
11,StarCraft II,1043.49,7,5,3,2010
12,Call of Duty 4: Modern Warfare,960.5,5,1,3,2010
13,Super Smash Bros. Brawl,591.21,9,3,3,2010
14,FIFA 10,542.88,4,4,3,2010
15,TrackMania Nations Forever,407.4,2,1,3,2010
16,Tatsunoko vs. Capcom: Ultimate All-Stars,300.81,3,2,3,2010
17,Call of Duty: Modern Warfare 2,250.0,2,1,3,2010
18,Tekken 6,116.44,3,1,3,2010
1,Counter-Strike,98841.21,192,14,4,2010
2,Halo 3,56000.0,32,1,4,2010
3,Counter-Strike: Source,46430.19,106,7,4,2010
4,WarCraft III,43038.78,14,8,4,2010
5,Tekken 6,8775.33,11,2,4,2010
6,Super Smash Bros. Brawl,7000.0,8,1,4,2010
7,Quake Live,5280.4,10,6,4,2010
8,TrackMania Nations Forever,4740.64,7,2,4,2010
9,Call of Duty: Modern Warfare 2,4048.8,13,1,4,2010
10,StarCraft II,4032.31,15,12,4,2010
11,Call of Duty 4: Modern Warfare,3820.28,20,1,4,2010
12,Defense of the Ancients,3550.66,0,1,4,2010
13,Team Fortress 2,2292.16,22,1,4,2010
14,FIFA 10,2228.11,5,5,4,2010
15,Heroes of Newerth,1000.0,0,1,4,2010
16,Age of Empires II,586.0,3,1,4,2010
17,Super Smash Bros. Melee,415.0,12,4,4,2010
1,StarCraft: Brood War,187624.21,53,4,5,2010
2,Counter-Strike,86127.67,131,11,5,2010
3,Counter-Strike: Source,39999.82,129,7,5,2010
4,FIFA 10,33894.66,8,7,5,2010
5,Age of Empires II,11400.0,16,1,5,2010
6,WarCraft III,11261.97,17,11,5,2010
7,StarCraft II,10596.01,20,17,5,2010
8,Call of Duty: Modern Warfare 2,8000.0,1,1,5,2010
9,TrackMania Nations Forever,2483.35,6,2,5,2010
10,Quake Live,1432.61,7,6,5,2010
11,Super Smash Bros. Melee,390.0,11,4,5,2010
1,Counter-Strike,93573.86,189,10,6,2010
2,Halo 3,56000.0,32,1,6,2010
3,Counter-Strike: Source,40047.03,151,6,6,2010
4,KartRider,24690.0,8,2,6,2010
5,WarCraft III,24414.37,23,8,6,2010
6,Heroes of Newerth,19405.21,15,1,6,2010
7,FIFA 10,15807.84,18,7,6,2010
8,World of WarCraft,15750.0,9,1,6,2010
9,Quake Live,9918.56,19,7,6,2010
10,Super Smash Bros. Brawl,7730.0,17,3,6,2010
11,Tekken 6,7120.0,11,3,6,2010
12,Call of Duty: Modern Warfare 2,5750.0,5,1,6,2010
13,Call of Duty 4: Modern Warfare,4291.96,10,2,6,2010
14,TrackMania Nations Forever,2442.01,4,1,6,2010
15,"Warhammer 40,000: Dawn of War",1816.5,2,1,6,2010
16,Super Smash Bros. Melee,1480.0,12,3,6,2010
17,Age of Empires II,1323.75,2,1,6,2010
18,Super Street Fighter IV,1250.0,12,2,6,2010
19,StarCraft II,424.85,4,4,6,2010
20,Super Street Fighter II Turbo HD Remix,160.0,3,1,6,2010
21,Capcom vs. SNK,140.0,3,1,6,2010
22,Marvel vs. Capcom 2,130.0,3,1,6,2010
1,Counter-Strike,253501.2,158,10,7,2010
2,Counter-Strike: Source,50251.26,130,8,7,2010
3,WarCraft III,33544.36,28,9,7,2010
4,Defense of the Ancients,30579.15,25,3,7,2010
5,FIFA 10,20244.36,10,7,7,2010
6,Quake Live,15426.48,13,6,7,2010
7,Super Street Fighter IV,14920.0,10,4,7,2010
8,TrackMania Nations Forever,14610.93,19,2,7,2010
9,Guitar Hero 5,10500.0,3,1,7,2010
10,Need for Speed: Shift,10500.0,3,1,7,2010
11,Team Fortress 2,5750.0,60,2,7,2010
12,StarCraft: Brood War,3900.0,4,1,7,2010
13,StarCraft II,3720.33,8,6,7,2010
14,Age of Empires,2358.0,15,1,7,2010
15,Super Smash Bros. Melee,2149.0,17,7,7,2010
16,Day of Defeat: Source,916.34,0,1,7,2010
17,Heroes of Newerth,500.0,0,1,7,2010
18,Age of Empires II,300.0,3,1,7,2010
19,Marvel vs. Capcom 2,0.0,3,1,7,2010
20,Melty Blood: Actress Again,0.0,3,1,7,2010
21,Super Street Fighter II Turbo HD Remix,0.0,3,1,7,2010
22,Tatsunoko vs. Capcom: Ultimate All-Stars,0.0,3,1,7,2010
23,Tekken 6,0.0,3,1,7,2010
1,Counter-Strike,157994.27,168,12,8,2010
2,WarCraft III,100791.53,89,12,8,2010
3,StarCraft: Brood War,96925.09,32,1,8,2010
4,Quake Live,71522.29,29,12,8,2010
5,Halo 3,70113.79,65,3,8,2010
6,Special Force,42350.0,0,1,8,2010
7,World of WarCraft,39750.0,19,2,8,2010
8,Counter-Strike: Source,29686.22,77,5,8,2010
9,StarCraft II,27730.28,36,26,8,2010
10,Call of Duty 4: Modern Warfare,23937.48,45,4,8,2010
11,FIFA 10,15344.37,18,7,8,2010
12,Team Fortress 2,13160.64,39,3,8,2010
13,Defense of the Ancients,12000.0,20,2,8,2010
14,Super Smash Bros. Brawl,11964.99,23,3,8,2010
15,Call of Duty: Modern Warfare 2,10750.0,10,2,8,2010
16,Gears of War,10193.3,0,1,8,2010
17,Tekken 6,7000.0,8,1,8,2010
18,Super Smash Bros. Melee,6958.0,32,5,8,2010
19,Super Street Fighter IV,3920.5,6,1,8,2010
20,Heroes of Newerth,3867.85,0,1,8,2010
21,TrackMania Nations Forever,1289.97,1,1,8,2010
22,Age of Empires II,300.0,2,1,8,2010
23,Super Smash Bros.,110.0,3,1,8,2010
1,StarCraft: Brood War,92703.94,40,2,9,2010
2,Counter-Strike,73095.89,95,9,9,2010
3,StarCraft II,15442.22,48,38,9,2010
4,WarCraft III,15021.05,15,7,9,2010
5,Heroes of Newerth,6000.0,0,3,9,2010
6,Counter-Strike: Source,3496.62,10,1,9,2010
7,Super Smash Bros. Melee,1147.0,22,6,9,2010
8,Team Fortress 2,781.3,6,1,9,2010
9,League of Legends,522.72,16,4,9,2010
10,Quake Live,521.34,2,4,9,2010
11,FIFA 10,392.04,3,3,9,2010
12,Super Smash Bros. Brawl,290.0,7,2,9,2010
