year,prize_year,tournaments,prize_pct_total,profile_link
2010,367.97,1,0.3,/players/1430-macsed-xiang-hu
2008,125.0,1,0.1,/players/1430-macsed-xiang-hu
2017,10000.0,1,24.72,/players/10972-kong-son-jun-young
2016,7590.0,5,18.76,/players/10972-kong-son-jun-young
2015,22662.27,13,56.01,/players/10972-kong-son-jun-young
2013,205.83,1,0.51,/players/10972-kong-son-jun-young
2021,7048.2,5,3.93,/players/3292-ex6tenz-kevin-droolans
2020,4033.09,5,2.25,/players/3292-ex6tenz-kevin-droolans
2019,11278.65,4,6.29,/players/3292-ex6tenz-kevin-droolans
2018,24850.0,10,13.86,/players/3292-ex6tenz-kevin-droolans
2017,18936.19,11,10.56,/players/3292-ex6tenz-kevin-droolans
2016,18367.02,15,10.24,/players/3292-ex6tenz-kevin-droolans
2015,22433.9,19,12.51,/players/3292-ex6tenz-kevin-droolans
2014,13100.35,14,7.31,/players/3292-ex6tenz-kevin-droolans
2013,22272.33,25,12.42,/players/3292-ex6tenz-kevin-droolans
2012,9796.77,14,5.46,/players/3292-ex6tenz-kevin-droolans
2011,10747.09,11,5.99,/players/3292-ex6tenz-kevin-droolans
2010,9417.07,13,5.25,/players/3292-ex6tenz-kevin-droolans
2009,3938.11,10,2.2,/players/3292-ex6tenz-kevin-droolans
2008,3059.58,5,1.71,/players/3292-ex6tenz-kevin-droolans
2022,10850.4,1,8.02,/players/2028-bonchan-takahashi-masato
2021,4481.33,3,3.31,/players/2028-bonchan-takahashi-masato
2019,56862.06,7,42.0,/players/2028-bonchan-takahashi-masato
2018,15456.1,6,11.42,/players/2028-bonchan-takahashi-masato
2017,10000.0,3,7.39,/players/2028-bonchan-takahashi-masato
2016,3706.73,5,2.74,/players/2028-bonchan-takahashi-masato
2015,22366.22,7,16.52,/players/2028-bonchan-takahashi-masato
2014,8961.77,6,6.62,/players/2028-bonchan-takahashi-masato
2013,1940.52,2,1.43,/players/2028-bonchan-takahashi-masato
2012,637.84,2,0.47,/players/2028-bonchan-takahashi-masato
2010,110.69,1,0.08,/players/2028-bonchan-takahashi-masato
2022,13211.71,3,9.43,/players/7840-mino-zhao-lumin
2021,55138.32,2,39.37,/players/7840-mino-zhao-lumin
2020,9912.96,2,7.08,/players/7840-mino-zhao-lumin
2017,4827.05,2,3.45,/players/7840-mino-zhao-lumin
2016,18864.31,3,13.47,/players/7840-mino-zhao-lumin
2015,22349.2,4,15.96,/players/7840-mino-zhao-lumin
2014,9104.88,3,6.5,/players/7840-mino-zhao-lumin
2013,6660.31,4,4.76,/players/7840-mino-zhao-lumin
2022,14748.48,4,14.16,/players/25246-wn99-wu-nan
2021,3158.52,2,3.03,/players/25246-wn99-wu-nan
2020,9912.96,2,9.52,/players/25246-wn99-wu-nan
2019,8484.76,1,8.15,/players/25246-wn99-wu-nan
2018,13610.93,2,13.07,/players/25246-wn99-wu-nan
2017,4827.05,2,4.64,/players/25246-wn99-wu-nan
2016,18864.31,3,18.12,/players/25246-wn99-wu-nan
2015,22349.2,4,21.46,/players/25246-wn99-wu-nan
2014,4887.0,1,4.69,/players/25246-wn99-wu-nan
2013,3285.0,1,3.15,/players/25246-wn99-wu-nan
2018,9706.53,1,18.19,/players/7842-enpi-sun-nianpeng
2017,1885.45,1,3.53,/players/7842-enpi-sun-nianpeng
2016,5154.67,1,9.66,/players/7842-enpi-sun-nianpeng
2015,22349.2,4,41.89,/players/7842-enpi-sun-nianpeng
2014,1774.3,1,3.33,/players/7842-enpi-sun-nianpeng
2013,7871.0,4,14.75,/players/7842-enpi-sun-nianpeng
2012,4608.56,2,8.64,/players/7842-enpi-sun-nianpeng
2019,4363.59,1,8.26,/players/7841-daha-ha-lun
2017,1885.45,1,3.57,/players/7841-daha-ha-lun
2016,10000.0,1,18.92,/players/7841-daha-ha-lun
2015,22349.2,4,42.29,/players/7841-daha-ha-lun
2014,1774.3,1,3.36,/players/7841-daha-ha-lun
2013,7871.0,4,14.89,/players/7841-daha-ha-lun
2012,4608.56,2,8.72,/players/7841-daha-ha-lun
2017,1835.8,1,3.68,/players/13392-lpc-luo-puchao
2016,23793.36,7,47.65,/players/13392-lpc-luo-puchao
2015,22281.93,10,44.63,/players/13392-lpc-luo-puchao
2014,2020.27,3,4.05,/players/13392-lpc-luo-puchao
2016,10002.93,3,21.74,/players/3149-kabu-zhao-kai
2015,22281.93,10,48.43,/players/3149-kabu-zhao-kai
2014,2681.51,5,5.83,/players/3149-kabu-zhao-kai
2013,4446.89,5,9.67,/players/3149-kabu-zhao-kai
2012,5633.18,2,12.24,/players/3149-kabu-zhao-kai
2011,310.95,1,0.68,/players/3149-kabu-zhao-kai
2010,647.51,2,1.41,/players/3149-kabu-zhao-kai
2019,4400.0,1,5.4,/players/2815-sexybamboe-alaan-faraj
2017,7697.83,4,9.45,/players/2815-sexybamboe-alaan-faraj
2016,15415.76,7,18.92,/players/2815-sexybamboe-alaan-faraj
2015,22246.44,10,27.3,/players/2815-sexybamboe-alaan-faraj
2014,21763.26,5,26.71,/players/2815-sexybamboe-alaan-faraj
2013,5217.98,9,6.4,/players/2815-sexybamboe-alaan-faraj
2012,4742.31,11,5.82,/players/2815-sexybamboe-alaan-faraj
2018,1301.47,1,1.47,/players/13584-dono-liu-jiazhen
2017,8397.13,2,9.46,/players/13584-dono-liu-jiazhen
2016,22371.2,2,25.19,/players/13584-dono-liu-jiazhen
2015,22237.0,2,25.04,/players/13584-dono-liu-jiazhen
2014,22645.8,3,25.5,/players/13584-dono-liu-jiazhen
2013,11840.5,2,13.33,/players/13584-dono-liu-jiazhen
2016,5062.5,3,9.05,/players/5390-burns-matthew-potthoff
2015,21810.0,10,39.0,/players/5390-burns-matthew-potthoff
2014,3945.0,5,7.06,/players/5390-burns-matthew-potthoff
2013,100.0,1,0.18,/players/5390-burns-matthew-potthoff
2012,25000.0,1,44.71,/players/5390-burns-matthew-potthoff
2018,11702.63,14,2.87,/players/1007-mma-moon-sung-won
2017,10.0,1,0.0,/players/1007-mma-moon-sung-won
2015,21625.06,8,5.31,/players/1007-mma-moon-sung-won
2014,126223.65,30,31.0,/players/1007-mma-moon-sung-won
2013,66118.32,24,16.24,/players/1007-mma-moon-sung-won
2012,45512.07,17,11.18,/players/1007-mma-moon-sung-won
2011,135977.43,17,33.4,/players/1007-mma-moon-sung-won
2022,2087.99,2,0.94,/players/2453-gob-b-fatih-dayik
2021,3687.01,9,1.66,/players/2453-gob-b-fatih-dayik
2020,1348.41,8,0.61,/players/2453-gob-b-fatih-dayik
2019,14750.0,10,6.63,/players/2453-gob-b-fatih-dayik
2018,43650.0,13,19.61,/players/2453-gob-b-fatih-dayik
2017,36835.61,15,16.55,/players/2453-gob-b-fatih-dayik
2016,22330.0,9,10.03,/players/2453-gob-b-fatih-dayik
2015,21577.23,25,9.69,/players/2453-gob-b-fatih-dayik
2014,2121.95,8,0.95,/players/2453-gob-b-fatih-dayik
2013,1099.35,1,0.49,/players/2453-gob-b-fatih-dayik
2012,2357.24,3,1.06,/players/2453-gob-b-fatih-dayik
2011,7143.76,6,3.21,/players/2453-gob-b-fatih-dayik
2010,14940.08,8,6.71,/players/2453-gob-b-fatih-dayik
2009,12102.87,9,5.44,/players/2453-gob-b-fatih-dayik
2008,30994.54,10,13.93,/players/2453-gob-b-fatih-dayik
2007,5111.05,5,2.3,/players/2453-gob-b-fatih-dayik
2006,426.42,1,0.19,/players/2453-gob-b-fatih-dayik
2021,18200.0,7,18.79,/players/3426-brax-braxton-paulson
2020,18573.0,13,19.18,/players/3426-brax-braxton-paulson
2019,26920.0,11,27.8,/players/3426-brax-braxton-paulson
2018,4000.0,1,4.13,/players/3426-brax-braxton-paulson
2016,2600.0,4,2.68,/players/3426-brax-braxton-paulson
2015,21533.0,10,22.23,/players/3426-brax-braxton-paulson
2014,1656.69,6,1.71,/players/3426-brax-braxton-paulson
2013,2561.36,3,2.64,/players/3426-brax-braxton-paulson
2012,800.0,2,0.83,/players/3426-brax-braxton-paulson
2021,299.69,1,0.53,/players/48821-ampzeffilos-nutthakorn-boonritphakde
2020,2656.97,2,4.66,/players/48821-ampzeffilos-nutthakorn-boonritphakde
2018,1030.69,2,1.81,/players/48821-ampzeffilos-nutthakorn-boonritphakde
2017,1782.17,2,3.12,/players/48821-ampzeffilos-nutthakorn-boonritphakde
2016,2250.0,1,3.94,/players/48821-ampzeffilos-nutthakorn-boonritphakde
2015,21484.14,2,37.66,/players/48821-ampzeffilos-nutthakorn-boonritphakde
2014,27539.74,3,48.28,/players/48821-ampzeffilos-nutthakorn-boonritphakde
2022,4972.14,1,8.94,/players/89765-xiubi-huang-wenxiu
2020,2000.0,1,3.6,/players/89765-xiubi-huang-wenxiu
2017,11414.09,2,20.53,/players/89765-xiubi-huang-wenxiu
2016,1288.67,1,2.32,/players/89765-xiubi-huang-wenxiu
2015,21417.67,2,38.52,/players/89765-xiubi-huang-wenxiu
2013,1937.1,1,3.48,/players/89765-xiubi-huang-wenxiu
2012,12568.56,2,22.61,/players/89765-xiubi-huang-wenxiu
2020,516.48,4,0.93,/players/4185-westballz-weston-dennis
2019,224.78,2,0.41,/players/4185-westballz-weston-dennis
2018,3257.1,11,5.88,/players/4185-westballz-weston-dennis
2017,7159.43,42,12.93,/players/4185-westballz-weston-dennis
2016,18190.84,68,32.85,/players/4185-westballz-weston-dennis
2015,21407.86,55,38.66,/players/4185-westballz-weston-dennis
2014,3421.8,30,6.18,/players/4185-westballz-weston-dennis
2013,828.75,14,1.5,/players/4185-westballz-weston-dennis
2012,346.5,5,0.63,/players/4185-westballz-weston-dennis
2011,20.0,1,0.04,/players/4185-westballz-weston-dennis
2018,29927.6,6,39.39,/players/6066-arthelon-taylor-eder
2016,21730.0,7,28.6,/players/6066-arthelon-taylor-eder
2015,21375.0,23,28.13,/players/6066-arthelon-taylor-eder
2014,540.0,3,0.71,/players/6066-arthelon-taylor-eder
2013,2170.0,7,2.86,/players/6066-arthelon-taylor-eder
2012,240.0,6,0.32,/players/6066-arthelon-taylor-eder
2016,1724.0,1,7.49,/players/18567-kinnu-kim-byeong-gwan
2015,21280.56,9,92.51,/players/18567-kinnu-kim-byeong-gwan
2018,1280.78,1,4.71,/players/18450-baltazar-simon-g
2016,281.0,1,1.03,/players/18450-baltazar-simon-g
2015,20869.8,9,76.82,/players/18450-baltazar-simon-g
2014,4383.2,4,16.13,/players/18450-baltazar-simon-g
2013,351.6,2,1.29,/players/18450-baltazar-simon-g
2016,281.0,1,1.07,/players/18454-fusen-robert-flick
2015,20869.8,9,79.12,/players/18454-fusen-robert-flick
2014,4925.6,7,18.67,/players/18454-fusen-robert-flick
2013,301.6,1,1.14,/players/18454-fusen-robert-flick
2015,20869.8,9,80.59,/players/18453-rootof-z-mattias-sander
2014,5025.6,8,19.41,/players/18453-rootof-z-mattias-sander
2016,3300.0,2,13.66,/players/14523-so1dier-josh-miller
2015,20825.0,23,86.18,/players/14523-so1dier-josh-miller
2014,40.0,2,0.17,/players/14523-so1dier-josh-miller
2016,1341.6,2,4.99,/players/8517-gorec-ivan-kartankov
2015,20806.49,16,77.45,/players/8517-gorec-ivan-kartankov
2014,4576.82,8,17.04,/players/8517-gorec-ivan-kartankov
2013,140.0,1,0.52,/players/8517-gorec-ivan-kartankov
2016,5300.0,4,20.29,/players/14525-kaeyoh-kurt-orcher
2015,20775.0,22,79.55,/players/14525-kaeyoh-kurt-orcher
2014,40.0,2,0.15,/players/14525-kaeyoh-kurt-orcher
2015,20775.0,22,99.81,/players/14524-dreadnaught-wade-penfold
2014,40.0,2,0.19,/players/14524-dreadnaught-wade-penfold
2018,20000.0,2,23.82,/players/17414-alextheprog-alexander-grumstrup
2017,20000.0,2,23.82,/players/17414-alextheprog-alexander-grumstrup
2016,23200.0,7,27.63,/players/17414-alextheprog-alexander-grumstrup
2015,20762.45,8,24.73,/players/17414-alextheprog-alexander-grumstrup
2018,20000.0,2,17.93,/players/2805-zuna-chris-buechter
2017,20000.0,2,17.93,/players/2805-zuna-chris-buechter
2016,34173.8,10,30.64,/players/2805-zuna-chris-buechter
2015,20620.0,17,18.49,/players/2805-zuna-chris-buechter
2014,20.0,1,0.02,/players/2805-zuna-chris-buechter
2013,13340.0,6,11.96,/players/2805-zuna-chris-buechter
2012,3323.34,8,2.98,/players/2805-zuna-chris-buechter
2011,40.0,2,0.04,/players/2805-zuna-chris-buechter
2017,5212.2,2,8.9,/players/14570-canjian-chen-tianze
2016,32362.52,9,55.25,/players/14570-canjian-chen-tianze
2015,20449.7,28,34.92,/players/14570-canjian-chen-tianze
2014,545.0,1,0.93,/players/14570-canjian-chen-tianze
2015,20342.38,11,30.42,/players/9829-mynuts-johan-andersson
2014,13122.8,5,19.62,/players/9829-mynuts-johan-andersson
2013,18510.86,17,27.68,/players/9829-mynuts-johan-andersson
2012,9900.0,5,14.8,/players/9829-mynuts-johan-andersson
2011,4998.77,2,7.47,/players/9829-mynuts-johan-andersson
2019,1308.88,1,0.46,/players/3512-dandy-choi-in-kyu
2017,1400.0,1,0.5,/players/3512-dandy-choi-in-kyu
2016,11191.89,2,3.96,/players/3512-dandy-choi-in-kyu
2015,8404.68,3,2.98,/players/3512-dandy-choi-in-kyu
2014,223769.37,7,79.22,/players/3512-dandy-choi-in-kyu
2013,33827.26,8,11.98,/players/3512-dandy-choi-in-kyu
2012,2556.99,5,0.91,/players/3512-dandy-choi-in-kyu
2019,4666.67,2,2.12,/players/2816-singsing-weh-sing-yuen
2017,352.5,1,0.16,/players/2816-singsing-weh-sing-yuen
2016,7115.92,5,3.24,/players/2816-singsing-weh-sing-yuen
2015,7074.93,6,3.22,/players/2816-singsing-weh-sing-yuen
2014,178174.38,26,81.07,/players/2816-singsing-weh-sing-yuen
2013,17547.32,9,7.98,/players/2816-singsing-weh-sing-yuen
2012,4542.31,10,2.07,/players/2816-singsing-weh-sing-yuen
2011,300.0,1,0.14,/players/2816-singsing-weh-sing-yuen
2014,177068.72,15,39.93,/players/3166-yyf-jiang-cen
2013,35026.69,9,7.9,/players/3166-yyf-jiang-cen
2012,218219.79,6,49.21,/players/3166-yyf-jiang-cen
2011,11282.44,7,2.54,/players/3166-yyf-jiang-cen
2010,1837.32,4,0.41,/players/3166-yyf-jiang-cen
2014,149609.57,9,73.52,/players/3165-dd-xie-bin
2013,9690.92,6,4.76,/players/3165-dd-xie-bin
2012,43568.82,8,21.41,/players/3165-dd-xie-bin
2011,628.7,2,0.31,/players/3165-dd-xie-bin
2018,22000.0,2,12.08,/players/10081-lin-xu-ziyang
2017,2542.0,3,1.4,/players/10081-lin-xu-ziyang
2016,12002.93,4,6.59,/players/10081-lin-xu-ziyang
2015,3803.43,5,2.09,/players/10081-lin-xu-ziyang
2014,141699.5,7,77.84,/players/10081-lin-xu-ziyang
2016,602.91,1,0.6,/players/12141-libo-li-bo
2015,805.56,1,0.8,/players/12141-libo-li-bo
2014,99350.9,2,98.6,/players/12141-libo-li-bo
2020,6264.7,9,2.34,/players/1030-bomber-choi-ji-sung
2019,2698.0,5,1.01,/players/1030-bomber-choi-ji-sung
2016,6992.03,3,2.62,/players/1030-bomber-choi-ji-sung
2015,12201.17,8,4.56,/players/1030-bomber-choi-ji-sung
2014,90617.67,12,33.9,/players/1030-bomber-choi-ji-sung
2013,83832.62,16,31.36,/players/1030-bomber-choi-ji-sung
2012,40054.32,20,14.98,/players/1030-bomber-choi-ji-sung
2011,22723.94,15,8.5,/players/1030-bomber-choi-ji-sung
2010,530.39,1,0.2,/players/1030-bomber-choi-ji-sung
2008,1382.99,1,0.52,/players/1030-bomber-choi-ji-sung
2020,9125.0,7,3.0,/players/1061-taeja-yoon-young-suh
2019,3288.0,6,1.08,/players/1061-taeja-yoon-young-suh
2018,970.0,6,0.32,/players/1061-taeja-yoon-young-suh
2016,9122.77,3,3.0,/players/1061-taeja-yoon-young-suh
2015,4046.08,16,1.33,/players/1061-taeja-yoon-young-suh
2014,84627.44,19,27.86,/players/1061-taeja-yoon-young-suh
2013,107887.74,22,35.52,/players/1061-taeja-yoon-young-suh
2012,76637.9,22,25.23,/players/1061-taeja-yoon-young-suh
2011,7582.26,17,2.5,/players/1061-taeja-yoon-young-suh
2010,442.44,1,0.15,/players/1061-taeja-yoon-young-suh
2017,7672.32,1,4.65,/players/3387-fzzf-feng-zhuojun
2014,83890.55,10,50.9,/players/3387-fzzf-feng-zhuojun
2013,30999.64,9,18.81,/players/3387-fzzf-feng-zhuojun
2012,42258.67,9,25.64,/players/3387-fzzf-feng-zhuojun
2016,24080.9,2,16.97,/players/5023-namei-zhu-jia-wen
2015,1936.65,2,1.36,/players/5023-namei-zhu-jia-wen
2014,83890.55,10,59.1,/players/5023-namei-zhu-jia-wen
2013,30830.77,6,21.72,/players/5023-namei-zhu-jia-wen
2012,1200.0,1,0.85,/players/5023-namei-zhu-jia-wen
2014,81616.5,1,100.0,/players/12324-apdo-jeong-sang-gil
2018,9700.36,2,7.2,/players/3631-insec-choi-in-seok
2016,27083.34,3,20.11,/players/3631-insec-choi-in-seok
2015,1936.65,2,1.44,/players/3631-insec-choi-in-seok
2014,80263.89,10,59.61,/players/3631-insec-choi-in-seok
2013,14760.6,7,10.96,/players/3631-insec-choi-in-seok
2012,900.0,1,0.67,/players/3631-insec-choi-in-seok
2015,3783.87,2,3.18,/players/3630-dade-bae-eo-jin
2014,72715.18,6,61.11,/players/3630-dade-bae-eo-jin
2013,41587.48,8,34.95,/players/3630-dade-bae-eo-jin
2012,900.0,1,0.76,/players/3630-dade-bae-eo-jin
2020,1600.0,3,1.18,/players/3983-nameless-anthony-wheeler
2019,3500.0,3,2.58,/players/3983-nameless-anthony-wheeler
2018,5125.0,3,3.78,/players/3983-nameless-anthony-wheeler
2017,15000.0,7,11.08,/players/3983-nameless-anthony-wheeler
2016,20875.0,8,15.42,/players/3983-nameless-anthony-wheeler
2015,9791.85,16,7.23,/players/3983-nameless-anthony-wheeler
2014,71112.45,14,52.52,/players/3983-nameless-anthony-wheeler
2013,4203.75,8,3.1,/players/3983-nameless-anthony-wheeler
2012,1955.36,4,1.44,/players/3983-nameless-anthony-wheeler
2011,2250.0,3,1.66,/players/3983-nameless-anthony-wheeler
2021,650.0,2,0.25,/players/3698-merk-joseph-deluca
2020,12100.0,8,4.7,/players/3698-merk-joseph-deluca
2019,3250.0,2,1.26,/players/3698-merk-joseph-deluca
2016,5062.5,3,1.97,/players/3698-merk-joseph-deluca
2015,3062.3,8,1.19,/players/3698-merk-joseph-deluca
2014,70362.45,13,27.35,/players/3698-merk-joseph-deluca
2013,35720.0,8,13.88,/players/3698-merk-joseph-deluca
2012,9359.3,9,3.64,/players/3698-merk-joseph-deluca
2011,117200.0,9,45.56,/players/3698-merk-joseph-deluca
2010,500.0,1,0.19,/players/3698-merk-joseph-deluca
2022,5831.62,2,5.86,/players/8775-corn-lei-wen
2021,11640.17,3,11.69,/players/8775-corn-lei-wen
2018,6942.84,2,6.97,/players/8775-corn-lei-wen
2017,2309.25,1,2.32,/players/8775-corn-lei-wen
2016,3002.44,1,3.02,/players/8775-corn-lei-wen
2015,1936.65,2,1.95,/players/8775-corn-lei-wen
2014,67878.99,7,68.19,/players/8775-corn-lei-wen
2015,3094.11,9,2.83,/players/1011-san-kang-cho-won
2014,67785.26,16,61.94,/players/1011-san-kang-cho-won
2013,15912.52,17,14.54,/players/1011-san-kang-cho-won
2012,4069.03,11,3.72,/players/1011-san-kang-cho-won
2011,16366.17,6,14.95,/players/1011-san-kang-cho-won
2010,2213.0,2,2.02,/players/1011-san-kang-cho-won
2019,2948.9,6,0.58,/players/1000-mc-jang-min-chul
2018,101.0,2,0.02,/players/1000-mc-jang-min-chul
2016,3714.2,2,0.73,/players/1000-mc-jang-min-chul
2015,12032.43,7,2.36,/players/1000-mc-jang-min-chul
2014,66472.76,17,13.04,/players/1000-mc-jang-min-chul
2013,67460.56,18,13.23,/players/1000-mc-jang-min-chul
2012,124655.0,31,24.45,/players/1000-mc-jang-min-chul
2011,142945.17,28,28.04,/players/1000-mc-jang-min-chul
2010,89441.77,5,17.54,/players/1000-mc-jang-min-chul
2009,80.27,1,0.02,/players/1000-mc-jang-min-chul
2020,7595.04,3,4.8,/players/6015-spirit-lee-da-yoon
2019,814.82,1,0.51,/players/6015-spirit-lee-da-yoon
2018,56606.67,4,35.74,/players/6015-spirit-lee-da-yoon
2017,4453.11,2,2.81,/players/6015-spirit-lee-da-yoon
2016,7000.0,2,4.42,/players/6015-spirit-lee-da-yoon
2015,14404.22,5,9.09,/players/6015-spirit-lee-da-yoon
2014,66226.67,8,41.82,/players/6015-spirit-lee-da-yoon
2013,1278.09,2,0.81,/players/6015-spirit-lee-da-yoon
2015,10885.0,7,9.76,/players/3521-stardust-son-seok-hee
2014,63482.16,24,56.89,/players/3521-stardust-son-seok-hee
2013,36212.79,17,32.45,/players/3521-stardust-son-seok-hee
2012,1000.0,2,0.9,/players/3521-stardust-son-seok-hee
2015,1936.65,2,3.01,/players/11219-cola-jiang-na
2014,62359.39,5,96.99,/players/11219-cola-jiang-na
2015,4610.55,2,6.11,/players/3208-heart-lee-kwan-hyung
2014,61367.24,7,81.27,/players/3208-heart-lee-kwan-hyung
2013,8824.49,11,11.69,/players/3208-heart-lee-kwan-hyung
2012,707.65,1,0.94,/players/3208-heart-lee-kwan-hyung
2022,2570.83,5,1.49,/players/3772-vanskor-ivan-skorokhod
2021,10700.0,7,6.19,/players/3772-vanskor-ivan-skorokhod
2020,12550.0,13,7.27,/players/3772-vanskor-ivan-skorokhod
2019,11613.2,3,6.72,/players/3772-vanskor-ivan-skorokhod
2018,8271.4,7,4.79,/players/3772-vanskor-ivan-skorokhod
2017,36691.05,12,21.24,/players/3772-vanskor-ivan-skorokhod
2016,3655.66,11,2.12,/players/3772-vanskor-ivan-skorokhod
2015,17181.85,13,9.95,/players/3772-vanskor-ivan-skorokhod
2014,60194.18,23,34.85,/players/3772-vanskor-ivan-skorokhod
2013,9299.22,16,5.38,/players/3772-vanskor-ivan-skorokhod
2018,12460.5,3,14.34,/players/5014-morning-chen-kuan-ting
2017,3613.5,3,4.16,/players/5014-morning-chen-kuan-ting
2016,5151.96,3,5.93,/players/5014-morning-chen-kuan-ting
2015,6514.19,3,7.5,/players/5014-morning-chen-kuan-ting
2014,58666.92,7,67.51,/players/5014-morning-chen-kuan-ting
2013,500.0,1,0.58,/players/5014-morning-chen-kuan-ting
2017,3613.5,3,4.77,/players/5012-jay-li-chieh
2016,5151.96,3,6.81,/players/5012-jay-li-chieh
2015,6514.19,3,8.61,/players/5012-jay-li-chieh
2014,58666.92,7,77.5,/players/5012-jay-li-chieh
2013,1750.0,2,2.31,/players/5012-jay-li-chieh
2018,800.0,2,0.28,/players/3374-bebe-cheng-bo-wei
2017,3613.5,3,1.26,/players/3374-bebe-cheng-bo-wei
2016,5151.96,3,1.8,/players/3374-bebe-cheng-bo-wei
2015,680.34,1,0.24,/players/3374-bebe-cheng-bo-wei
2014,58539.8,6,20.46,/players/3374-bebe-cheng-bo-wei
2013,12727.44,4,4.45,/players/3374-bebe-cheng-bo-wei
2012,204602.28,7,71.51,/players/3374-bebe-cheng-bo-wei
2017,1468.53,1,2.3,/players/5013-achie-chen-chen-chi
2016,1356.36,2,2.13,/players/5013-achie-chen-chen-chi
2015,680.34,1,1.07,/players/5013-achie-chen-chen-chi
2014,58539.8,6,91.76,/players/5013-achie-chen-chen-chi
2013,1750.0,2,2.74,/players/5013-achie-chen-chen-chi
2021,100.0,1,0.1,/players/5283-studyy-jeremy-astacio
2020,4133.33,7,4.1,/players/5283-studyy-jeremy-astacio
2019,375.0,1,0.37,/players/5283-studyy-jeremy-astacio
2018,1164.66,1,1.16,/players/5283-studyy-jeremy-astacio
2017,12125.0,6,12.04,/players/5283-studyy-jeremy-astacio
2016,21062.5,8,20.92,/players/5283-studyy-jeremy-astacio
2015,2578.75,11,2.56,/players/5283-studyy-jeremy-astacio
2014,57657.45,11,57.26,/players/5283-studyy-jeremy-astacio
2013,1500.0,1,1.49,/players/5283-studyy-jeremy-astacio
2020,20000.0,2,16.95,/players/12806-loony-martin-moazzez
2019,24850.0,8,21.07,/players/12806-loony-martin-moazzez
2018,12950.0,6,10.98,/players/12806-loony-martin-moazzez
2017,2500.0,4,2.12,/players/12806-loony-martin-moazzez
2015,1000.0,1,0.85,/players/12806-loony-martin-moazzez
2014,56666.67,2,48.04,/players/12806-loony-martin-moazzez
2015,1000.0,1,1.73,/players/12804-lagyna-sergei-gaponov
2014,56666.67,2,98.27,/players/12804-lagyna-sergei-gaponov
2014,56666.67,2,100.0,/players/12805-lazerchicken-anton-engstrom
2020,6000.0,1,4.47,/players/3703-rambo-raymond-lussier
2015,1250.0,1,0.93,/players/3703-rambo-raymond-lussier
2014,50625.0,3,37.75,/players/3703-rambo-raymond-lussier
2013,55449.43,9,41.35,/players/3703-rambo-raymond-lussier
2012,7484.3,8,5.58,/players/3703-rambo-raymond-lussier
2011,8300.0,6,6.19,/players/3703-rambo-raymond-lussier
2010,3000.0,3,2.24,/players/3703-rambo-raymond-lussier
2009,2000.0,1,1.49,/players/3703-rambo-raymond-lussier
2018,0.0,1,0.0,/players/4039-gogoing-gao-di-ping
2015,4691.46,3,4.13,/players/4039-gogoing-gao-di-ping
2014,48614.57,9,42.81,/players/4039-gogoing-gao-di-ping
2013,60264.05,10,53.06,/players/4039-gogoing-gao-di-ping
2015,4369.48,2,4.02,/players/4042-san-guo-jun-liang
2014,47960.69,8,44.17,/players/4042-san-guo-jun-liang
2013,56264.05,9,51.81,/players/4042-san-guo-jun-liang
2014,43684.41,21,35.1,/players/3288-fifflaren-robin-johansson
2013,48371.69,30,38.86,/players/3288-fifflaren-robin-johansson
2012,14603.52,9,11.73,/players/3288-fifflaren-robin-johansson
2009,1054.25,2,0.85,/players/3288-fifflaren-robin-johansson
2008,7373.25,2,5.92,/players/3288-fifflaren-robin-johansson
2007,8086.53,5,6.5,/players/3288-fifflaren-robin-johansson
2006,1118.44,4,0.9,/players/3288-fifflaren-robin-johansson
2005,180.46,1,0.14,/players/3288-fifflaren-robin-johansson
2021,1550.34,1,1.39,/players/4040-loveling-yin-le
2015,7588.84,3,6.8,/players/4040-loveling-yin-le
2014,42219.01,8,37.82,/players/4040-loveling-yin-le
2013,60264.05,10,53.99,/players/4040-loveling-yin-le
2021,3000.0,1,3.97,/players/3255-tidesoftime-drew-biessener
2019,16375.0,4,21.68,/players/3255-tidesoftime-drew-biessener
2017,1000.0,2,1.32,/players/3255-tidesoftime-drew-biessener
2016,2500.0,1,3.31,/players/3255-tidesoftime-drew-biessener
2015,5855.0,6,7.75,/players/3255-tidesoftime-drew-biessener
2014,41099.6,9,54.42,/players/3255-tidesoftime-drew-biessener
2013,1500.0,3,1.99,/players/3255-tidesoftime-drew-biessener
2012,4200.0,4,5.56,/players/3255-tidesoftime-drew-biessener
2018,2814.3,1,2.1,/players/1024-jjakji-ji-hoon-jung
2017,10690.89,19,7.98,/players/1024-jjakji-ji-hoon-jung
2016,6990.38,7,5.22,/players/1024-jjakji-ji-hoon-jung
2015,933.88,7,0.7,/players/1024-jjakji-ji-hoon-jung
2014,41005.55,35,30.62,/players/1024-jjakji-ji-hoon-jung
2013,9508.4,11,7.1,/players/1024-jjakji-ji-hoon-jung
2012,15328.01,19,11.45,/players/1024-jjakji-ji-hoon-jung
2011,46379.89,6,34.63,/players/1024-jjakji-ji-hoon-jung
2010,265.95,1,0.2,/players/1024-jjakji-ji-hoon-jung
2014,38965.04,6,82.59,/players/5345-sunngoo-fang-hong-ri
2013,8214.2,3,17.41,/players/5345-sunngoo-fang-hong-ri
2018,2510.0,4,2.42,/players/3104-trixi-kalle-saarinen
2017,200.0,1,0.19,/players/3104-trixi-kalle-saarinen
